0,1,2,3,4,5,6,7,8,9,10,11,12,subtype
7.061490322,1.523894697,0.645646213,5.992230215,0.292179763,4.720994336,1.663841214,3.997678964,2.023822744,2.83625347,0.690804845,2.752503342,1.322182391,2
4.774195284,1.975355806,1.003616861,4.81176534,0.587469836,8.21314068,0.581206515,3.602448519,3.645807522,2.809146229,1.045800895,1.143093565,1.308290735,2
6.151236412,2.280513116,0.152692188,1.76690479,1.073055848,4.564266984,0.382882315,6.630102392,1.736316679,2.268519188,2.356571328,3.05421309,1.667927401,1
2.066505619,1.65229088,0.355088108,4.864800325,0.504420816,3.325547359,0.961468857,5.798230685,2.981462467,3.543033955,2.083933289,0.114363109,1.84290083,0
3.391743487,1.534528676,0.877101471,5.398306078,0.131700728,5.135020882,0.363700984,6.266594266,2.473647225,1.610335385,1.75712234,3.588082264,2.168535748,0
4.772074841,1.589694557,0.399465924,4.026951384,0.552114342,0.058228908,0.024826486,7.466735237,2.086541729,2.969312924,2.401798037,2.020164483,1.942626817,1
3.070884698,2.811166875,1.124994236,8.947334063,0.651111908,2.882952454,0.93162073,6.509690571,1.624990526,2.136362055,2.820363822,2.073294608,1.975536126,0
5.050057221,1.393676703,0.170906155,6.528157963,0.309325424,7.961017216,0.133728289,3.681186082,2.485326637,1.468628248,1.55325075,0.602931907,1.453970496,2
7.178128625,2.266259137,0.331018281,3.409287223,0.423911643,4.948376786,1.001323982,1.563997927,2.515470694,2.317963572,1.53346096,0.462276077,1.578319564,2
4.754732381,1.502759444,0.965415577,4.541540115,0.406128139,3.126683987,1.153402279,0.984862687,3.512794954,2.006417654,2.20094569,1.686152228,1.391690399,2
4.212898446,1.964669905,1.279087785,2.904623836,0.569302215,8.024003911,0.755801324,6.170638707,2.587519981,2.585651717,1.072184418,1.45074122,2.003941867,0
5.538393278,2.060684127,0.11180944,5.089560805,1.462208294,0.920265336,0.379851341,4.605892456,2.553966606,2.851610694,0.826534692,1.326248056,1.884063478,1
2.882720228,1.730489133,-0.205506816,-0.106529442,1.243932782,2.11108204,0.08345385,9.297257874,3.482086903,2.186024466,2.361181433,2.114398945,1.811380565,1
2.911574331,2.436927591,-0.697341509,1.144876736,0.643767109,3.163604632,0.355383845,2.253373989,0.606208011,2.805503484,1.497862757,0.615762077,1.028954272,1
2.331018495,1.248432592,0.860333531,1.193890795,0.508611902,10.11207599,0.74591679,9.285312521,3.011284128,3.033698834,0.986514817,1.970230968,2.026100608,0
3.534106323,1.456875432,1.34215852,5.034462218,1.447375425,9.9607643,0.32093571,0.014520101,2.431026942,3.126175404,1.389996247,0.947493772,1.494193602,2
1.867626184,1.769479579,0.563428748,2.012498835,0.813071117,-0.9593134,0.446848708,4.032976155,2.364744915,2.638796947,0.765629864,1.226784026,1.791523977,1
6.615327811,2.430318399,0.205370349,3.795364113,1.062715427,0.987621227,1.455206835,0.890442597,3.157592822,2.449849042,0.390584783,1.71063122,2.627456596,2
4.099416546,2.239541064,0.387890284,4.660071427,0.932786788,9.293010534,0.737286149,5.804761765,1.718829189,2.876596253,1.686823275,0.487605076,1.001246812,0
